MSZoning,Street,Alley,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FullBath,KitchenQual,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageCond,MiscFeature,SaleType,SaleCondition,GrLivArea_Log,1stFlrSF_Log,SalePrice_Log
RL,Pave,None,CulDSac,Mitchel,Norm,Norm,1Fam,2Story,6,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,Ex,804.0,GasA,Ex,Y,SBrkr,2,Gd,TA,BuiltIn,2001.0,Fin,2.0,TA,None,WD,Normal,7.581209826196346,6.6895992691789665,12.2783933071098
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1959,1959,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Slab,None,0.0,GasA,TA,Y,SBrkr,1,TA,None,Attchd,1959.0,RFn,1.0,TA,Shed,WD,Normal,6.782192056006791,6.782192056006791,11.575900264131617
RL,Pave,None,Corner,BrkSide,Feedr,Norm,1Fam,1Story,4,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,CBlock,TA,788.0,GasA,TA,Y,FuseA,1,TA,TA,None,1979.0,None,0.0,None,None,WD,Abnorml,6.669498089857879,6.669498089857879,11.512925464970229
RL,Pave,None,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,735.0,GasA,Gd,Y,FuseA,1,TA,None,Detchd,1940.0,Unf,1.0,TA,None,WD,Normal,6.9411900550683745,6.5998704992128365,11.59910316121128
RL,Pave,None,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,1144.0,GasA,TA,Y,SBrkr,1,TA,None,Attchd,1956.0,Unf,1.0,TA,None,WD,Normal,7.042286171939743,7.042286171939743,11.76756768334381
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,894.0,GasA,TA,Y,SBrkr,1,TA,None,Detchd,1985.0,RFn,2.0,TA,None,WD,Normal,6.795705775173514,6.795705775173514,11.719939634354555
RL,Pave,None,Inside,NAmes,PosN,Norm,1Fam,2Story,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,TA,CBlock,TA,864.0,GasA,TA,Y,SBrkr,2,TA,TA,Attchd,1962.0,RFn,1.0,TA,None,WD,Normal,7.502186486602924,6.775366090936392,12.040608205802641
RM,Pave,None,Corner,IDOTRR,Norm,Norm,1Fam,1Story,5,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,Fa,961.0,GasA,Gd,Y,Mix,1,TA,None,Detchd,1920.0,Unf,1.0,Po,None,WD,Abnorml,6.981934677156389,6.981934677156389,11.112447898373103
FV,Pave,None,Inside,Somerst,Norm,Norm,1Fam,2Story,7,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,Gd,PConc,Gd,1092.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,2007.0,Fin,2.0,TA,None,WD,Normal,7.346010209913293,7.013915474810528,12.392552212472792
RL,Pave,None,Inside,Veenker,Norm,Norm,TwnhsE,1Story,8,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,PConc,Gd,1260.0,GasA,Ex,Y,SBrkr,1,Ex,Gd,Attchd,1996.0,Fin,2.0,TA,None,WD,Normal,7.160845906664299,7.160845906664299,12.411052226216713
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,1310.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2005.0,Fin,2.0,TA,None,New,Partial,7.177782416195197,7.177782416195197,12.01364014498549
RL,Pave,None,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,TA,672.0,GasA,Ex,Y,SBrkr,1,TA,None,Detchd,1940.0,Unf,1.0,TA,None,WD,Normal,6.51025834052315,6.51025834052315,11.589886506106357
RL,Pave,None,Corner,NoRidge,Norm,Norm,1Fam,2Story,8,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,Gd,PConc,Gd,1141.0,GasA,Gd,Y,SBrkr,2,Gd,TA,BuiltIn,1998.0,Fin,2.0,TA,None,WD,Abnorml,7.724446645633537,7.060476365999801,12.460714863903755
RL,Pave,None,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,1995,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,PConc,Gd,806.0,GasA,Gd,Y,SBrkr,2,TA,TA,BuiltIn,1995.0,Fin,2.0,TA,None,WD,Normal,7.360103972989152,6.692083742506628,12.031719258385396
RL,Pave,None,Corner,Sawyer,Feedr,Norm,1Fam,1Story,4,1976,1993,Gable,CompShg,Plywood,Plywood,None,0.0,TA,CBlock,TA,1281.0,GasA,Ex,Y,SBrkr,2,TA,TA,Attchd,1993.0,Unf,2.0,TA,None,WD,Normal,7.3901814282264295,7.3901814282264295,11.918390573078392
RL,Pave,None,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,1064.0,GasA,Ex,Y,FuseA,1,TA,None,Detchd,1936.0,Unf,1.0,TA,None,WD,Normal,7.40184157874383,7.061334366910438,11.652687407345388
RL,Pave,None,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,1915,1976,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,BrkTil,Gd,840.0,GasA,Ex,Y,SBrkr,2,TA,None,Attchd,1960.0,Unf,1.0,TA,None,WD,Normal,7.426549072397305,6.733401891837359,12.083905011555967
RL,Pave,None,Corner,NridgHt,Norm,Norm,1Fam,2Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,PConc,Ex,1063.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2006.0,RFn,3.0,TA,None,New,Partial,7.683403681053826,6.976348070447749,12.542544882151386
FV,Pave,None,Inside,Somerst,Norm,Norm,1Fam,2Story,8,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,Gd,PConc,Ex,1034.0,GasA,Ex,Y,SBrkr,2,Ex,Gd,Attchd,2008.0,Fin,3.0,TA,None,New,Partial,7.639161171659173,6.956545443151569,12.73596533201339
RL,Pave,None,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,CBlock,TA,1276.0,GasA,TA,Y,FuseA,1,TA,None,Attchd,1958.0,Unf,1.0,TA,None,COD,Abnorml,7.151485463904735,7.151485463904735,11.002099841204238
RL,Pave,None,Inside,Gilbert,Norm,Norm,2fmCon,1Story,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,1056.0,GasA,TA,N,SBrkr,1,TA,None,Attchd,1955.0,Fin,2.0,TA,None,WD,Normal,6.962243464266207,6.962243464266207,11.884489021402711
FV,Pave,None,Inside,Somerst,Norm,Norm,1Fam,1Story,7,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,Ex,PConc,Ex,1470.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2009.0,Fin,2.0,TA,None,New,Partial,7.298445101508147,7.298445101508147,12.310432660854417
RM,Pave,Grvl,Inside,OldTown,Artery,Norm,1Fam,1Story,5,1927,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,CBlock,TA,1008.0,GasA,Gd,Y,FuseA,1,TA,Gd,Detchd,1927.0,Unf,2.0,TA,None,WD,Normal,6.93537044601511,6.93537044601511,11.652687407345388
RL,Pave,None,CulDSac,SawyerW,Norm,Norm,1Fam,2Story,7,1993,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,1080.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,1993.0,Unf,3.0,TA,None,WD,Normal,7.64826303090192,6.984716320118266,12.337100907936577
RL,Pave,None,Inside,Gilbert,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,1340.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,2007.0,Fin,2.0,TA,None,New,Partial,7.200424892944957,7.200424892944957,12.106992367829498
RL,Pave,None,Inside,Sawyer,Norm,Norm,1Fam,2Story,6,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,CBlock,TA,672.0,GasA,TA,Y,SBrkr,1,TA,TA,Attchd,1978.0,Fin,2.0,TA,None,WD,Normal,7.24422751560335,6.51025834052315,11.915051671812877
RL,Pave,None,Inside,Crawfor,Feedr,Norm,1Fam,2Story,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,None,0.0,TA,BrkTil,Gd,1370.0,GasW,TA,N,FuseA,2,TA,Gd,Detchd,1918.0,Unf,3.0,TA,None,WD,Normal,7.8724551500639794,7.222566018822171,12.384218830913648
RL,Pave,None,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,756.0,GasA,Fa,N,FuseF,1,TA,None,Detchd,1940.0,Unf,1.0,TA,None,WD,AdjLand,7.033506484287697,6.628041376179533,11.744037185933616
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,1056.0,GasA,Ex,Y,SBrkr,1,TA,Fa,Attchd,1968.0,Unf,1.0,TA,None,WD,Normal,6.962243464266207,6.962243464266207,11.863582336583399
RM,Pave,None,Inside,Mitchel,Norm,Norm,Duplex,SFoyer,7,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,TA,PConc,Gd,1344.0,GasA,Ex,Y,SBrkr,2,TA,None,Attchd,1997.0,Fin,4.0,TA,None,WD,Alloca,7.203405521083095,7.203405521083095,12.237086699059343
RL,Pave,None,FR2,NWAmes,Norm,Norm,1Fam,1Story,6,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,Gd,CBlock,Gd,1602.0,GasA,Gd,Y,SBrkr,2,Gd,TA,Attchd,1977.0,Fin,2.0,TA,None,WD,Normal,7.379008127628304,7.379008127628304,12.2783933071098
RL,Pave,None,Inside,Mitchel,Artery,Norm,1Fam,1Story,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,988.0,GasA,Ex,Y,FuseA,1,TA,None,Attchd,1954.0,RFn,2.0,TA,None,WD,Normal,6.895682697747868,6.895682697747868,11.635143097694478
RL,Pave,None,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,Gd,PConc,Gd,1470.0,GasA,Gd,Y,SBrkr,2,Gd,TA,Attchd,1998.0,Fin,3.0,TA,None,WD,Normal,7.874739125171811,7.293017679772782,12.66032791780777
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,CBlock,Gd,1196.0,GasA,Gd,Y,FuseA,1,TA,Gd,Attchd,1956.0,RFn,1.0,TA,None,WD,Normal,7.086737934510577,7.086737934510577,11.842229212112828
RM,Pave,Grvl,Inside,OldTown,Norm,Norm,1Fam,2Story,7,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,651.0,GasA,Gd,Y,SBrkr,1,TA,Gd,Detchd,1947.0,Unf,1.0,TA,None,WD,Normal,7.236339342754344,6.561030665896573,11.813030057420567
RL,Pave,None,Inside,SawyerW,Norm,Norm,1Fam,SLvl,7,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,Gd,PConc,Gd,1518.0,GasA,Gd,Y,SBrkr,2,Gd,TA,Attchd,1989.0,Fin,2.0,TA,None,WD,Normal,7.404887575616125,7.404887575616125,12.524526376648708
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,4,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,907.0,GasA,Ex,Y,SBrkr,1,TA,None,Detchd,1964.0,Unf,1.0,TA,None,WD,Normal,6.810142450115136,6.810142450115136,11.59917655301345
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,PConc,Gd,1208.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,2007.0,RFn,2.0,TA,None,New,Partial,7.0967213784947605,7.0967213784947605,12.182804018590819
RL,Pave,None,Corner,Timber,Norm,Norm,1Fam,1Story,6,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,Gd,1392.0,GasA,TA,Y,SBrkr,2,Gd,TA,Attchd,1988.0,Unf,2.0,TA,None,WD,Normal,7.252762418053187,7.252762418053187,12.072541252905651
RM,Pave,None,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,CBlock,TA,483.0,GasA,TA,Y,SBrkr,1,TA,None,Detchd,1971.0,Unf,1.0,TA,None,COD,Abnorml,6.894670039433482,6.180016653652572,11.355101379776661
RM,Pave,None,Inside,OldTown,Feedr,Norm,1Fam,1.5Fin,6,1920,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,901.0,GasA,Gd,Y,SBrkr,1,TA,None,None,1979.0,None,0.0,None,None,ConLD,Abnorml,7.088408778675395,6.992096427415888,11.288531131754366
RM,Pave,None,Inside,BrDale,Norm,Norm,TwnhsE,2Story,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,CBlock,TA,765.0,GasA,Ex,Y,SBrkr,1,TA,None,Detchd,1971.0,Unf,2.0,TA,None,WD,Normal,7.21890970761906,6.639875833826536,11.715866308966918
RL,Pave,None,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,926.0,GasA,Ex,Y,SBrkr,2,TA,TA,Attchd,1997.0,Fin,2.0,TA,None,WD,Normal,7.38025578842646,6.8308742346461795,12.106252310247962
RM,Pave,None,Inside,MeadowV,Norm,Norm,Twnhs,SFoyer,4,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,CBlock,Gd,630.0,GasA,Gd,Y,SBrkr,1,TA,None,None,1979.0,None,0.0,None,None,WD,Normal,6.4457198193855785,6.4457198193855785,11.302204433654575
RL,Pave,None,CulDSac,CollgCr,PosN,Norm,1Fam,2Story,7,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,799.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,1996.0,RFn,2.0,TA,None,ConLw,Normal,7.415175109613295,6.717804695023691,12.26434155365415
RM,Pave,None,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,6,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,BrkTil,Fa,648.0,GasA,TA,Y,FuseA,1,TA,None,Detchd,1990.0,Unf,2.0,TA,None,WD,Normal,7.0192966537150445,6.598509028614515,11.661345470088502
RM,Pave,None,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,6,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,PConc,TA,884.0,GasA,Gd,Y,SBrkr,1,TA,None,Detchd,1926.0,Unf,1.0,TA,None,WD,Normal,6.806829360392176,6.806829360392176,11.686878772093667
RL,Pave,None,Inside,Crawfor,Norm,Norm,1Fam,1Story,5,1913,2002,Gable,CompShg,WdShing,Stucco,None,0.0,TA,PConc,TA,440.0,GasA,TA,N,SBrkr,1,Gd,Gd,Detchd,1990.0,Unf,1.0,TA,None,WD,Normal,6.542471960506805,6.542471960506805,11.411446296020374
RL,Pave,Grvl,Corner,Edwards,Norm,Norm,1Fam,1.5Fin,6,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,684.0,GasA,Gd,Y,SBrkr,1,Gd,None,Detchd,2005.0,Unf,2.0,TA,Shed,ConLI,Normal,7.086737934510577,6.52795791762255,11.608235644774552
RL,Pave,None,Inside,NridgHt,Norm,Norm,1Fam,1Story,10,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,PConc,Ex,3094.0,GasA,Ex,Y,SBrkr,2,Ex,Gd,Attchd,2008.0,Fin,3.0,TA,None,WD,Normal,7.784057002639929,7.784057002639929,13.226723392728571
RL,Pave,None,Inside,Edwards,Norm,Norm,Duplex,1Story,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,TA,CBlock,TA,1440.0,GasA,TA,N,FuseF,2,Fa,None,None,1979.0,None,0.0,None,None,WD,Normal,7.272398392570047,7.272398392570047,11.678439903447801
RM,Pave,None,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1930,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,PConc,TA,1078.0,GasA,TA,Y,SBrkr,2,TA,Gd,Detchd,1930.0,Unf,2.0,TA,None,WD,Normal,7.360739903058278,7.028201432058005,12.000891794590137
RL,Pave,None,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2006,2007,Gable,CompShg,WdShing,Wd Shng,BrkFace,72.0,Gd,PConc,Ex,1258.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2007.0,Fin,3.0,TA,None,New,Partial,7.1372784372603855,7.1372784372603855,12.058152515453552
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,915.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,1994.0,Unf,2.0,TA,None,WD,Normal,7.553810852008231,6.838405200847344,12.254862809699606
RL,Pave,None,Corner,Edwards,Norm,Norm,1Fam,1Story,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,1436.0,GasA,Fa,Y,SBrkr,1,TA,Gd,Attchd,1956.0,Unf,2.0,TA,None,COD,Normal,7.4318919168078,7.4318919168078,11.755871643580617
RL,Pave,None,Corner,NAmes,PosA,Norm,1Fam,1Story,6,1966,2002,Gable,CompShg,BrkFace,Plywood,None,0.0,Gd,CBlock,TA,1517.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,1966.0,Fin,2.0,TA,None,WD,Normal,7.543273346705446,7.543273346705446,12.154779351142624
RL,Pave,None,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,930.0,GasA,Gd,Y,SBrkr,2,Gd,TA,Attchd,1998.0,Fin,2.0,TA,None,WD,Normal,7.542213463193403,6.862757913051401,12.205572520488492
RM,Pave,None,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,780.0,GasA,TA,Y,SBrkr,2,TA,Gd,Detchd,1937.0,Unf,1.0,TA,None,WD,Normal,7.226936018493289,6.659293919683638,11.691071650353702
RM,Pave,None,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,3,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,649.0,GasA,Ex,Y,SBrkr,1,TA,None,Detchd,1981.0,Unf,1.0,TA,None,WD,Normal,7.075808863978387,6.520621127558696,11.695247021764184
RM,Pave,None,Inside,OldTown,Norm,Norm,1Fam,1Story,6,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,813.0,GasA,Ex,Y,FuseA,1,Gd,None,Detchd,1932.0,Unf,1.0,Fa,None,WD,Normal,6.70073110954781,6.70073110954781,11.608235644774552
RL,Pave,None,Inside,ClearCr,Norm,Norm,1Fam,1Story,7,1975,1975,Gable,WdShngl,Plywood,Plywood,None,0.0,TA,CBlock,Gd,1533.0,GasA,TA,Y,SBrkr,2,Gd,TA,Attchd,1975.0,Unf,2.0,TA,None,WD,Normal,7.334981878871814,7.334981878871814,12.542544882151386
RL,Pave,None,Corner,Timber,Norm,Norm,1Fam,2Story,6,1996,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,42.0,Gd,PConc,Ex,872.0,GasA,Ex,Y,SBrkr,2,TA,None,Attchd,1996.0,Fin,2.0,TA,None,WD,Normal,7.470793774195062,6.78897174299217,12.225875272826354
FV,Pave,None,Inside,Somerst,Norm,Norm,1Fam,2Story,8,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,768.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,2008.0,RFn,2.0,TA,None,WD,Normal,7.371489295214277,6.666956792429207,12.254862809699606
RL,Pave,None,Inside,Mitchel,Norm,Norm,Duplex,1Story,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,CBlock,TA,1728.0,GasA,TA,Y,SBrkr,2,TA,None,Detchd,1976.0,Unf,2.0,TA,None,WD,Family,7.454719949364001,7.454719949364001,12.144197241812087
RL,Pave,None,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,1973,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,320.0,TA,CBlock,TA,1242.0,GasA,Fa,Y,SBrkr,1,TA,TA,Attchd,1973.0,Unf,2.0,TA,None,WD,Normal,7.124478262493424,7.124478262493424,12.075394321888057
RM,Pave,Grvl,Inside,OldTown,Norm,Norm,1Fam,2Story,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,BrkTil,TA,624.0,GasA,Fa,N,SBrkr,1,TA,None,Detchd,1916.0,Unf,3.0,Fa,None,COD,Abnorml,7.203405521083095,6.436150368369428,11.49272275765271
RL,Pave,None,CulDSac,ClearCr,Norm,Norm,1Fam,1Story,4,1954,1994,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,CBlock,Gd,1364.0,GasA,Ex,Y,SBrkr,1,Gd,Gd,Attchd,1954.0,Fin,2.0,TA,None,WD,Normal,7.416378479192928,7.416378479192928,12.4529327234617
RM,Pave,Grvl,Inside,OldTown,Norm,Norm,1Fam,2Story,8,1925,1996,Hip,CompShg,Stucco,Wd Shng,None,0.0,TA,PConc,TA,588.0,GasA,Fa,Y,SBrkr,1,Gd,Gd,Detchd,1925.0,Unf,1.0,TA,None,WD,Normal,7.418180822726788,6.725033642166843,11.9891596439666
RL,Pave,None,Corner,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,BrkCmn,161.0,TA,CBlock,TA,709.0,GasA,TA,Y,SBrkr,1,Gd,TA,Detchd,1950.0,Unf,1.0,TA,None,WD,Normal,7.0925737159746784,6.88653164253051,11.608235644774552
FV,Pave,None,Inside,Somerst,RRAn,Norm,1Fam,2Story,8,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,110.0,Gd,PConc,Gd,832.0,GasA,Ex,Y,SBrkr,2,TA,None,BuiltIn,2009.0,Fin,2.0,TA,None,New,Partial,7.5678626054638825,6.723832440821209,12.481561937216318
RL,Pave,None,Inside,SWISU,Feedr,Norm,1Fam,2Story,7,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,PConc,Gd,560.0,GasA,Ex,Y,SBrkr,1,Gd,None,Detchd,1971.0,RFn,2.0,TA,None,WD,Normal,7.034387929915503,6.354370040797351,11.951180395901384
RL,Pave,None,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,864.0,GasA,Gd,Y,SBrkr,1,TA,Po,Detchd,1965.0,Unf,1.0,TA,None,WD,Normal,6.761572768804055,6.761572768804055,11.041048081342682
RL,Pave,None,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,1934,1995,Hip,CompShg,Stucco,Stucco,None,0.0,TA,CBlock,TA,715.0,GasA,Fa,Y,FuseA,1,TA,Gd,Detchd,1939.0,Unf,1.0,TA,None,WD,Normal,7.414572881350589,6.744059186311348,12.147913731356642
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136.0,TA,CBlock,Gd,1040.0,GasA,TA,Y,SBrkr,2,TA,None,None,1979.0,None,0.0,None,None,WD,Normal,6.946975992135418,6.946975992135418,11.728036844587175
RM,Pave,None,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,PConc,Gd,1375.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,2004.0,Fin,2.0,TA,None,WD,Normal,7.254177846456518,7.254177846456518,12.093687514935382
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,7,1970,1970,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,CBlock,TA,1277.0,GasA,TA,Y,SBrkr,1,TA,Po,Attchd,1970.0,Unf,2.0,TA,None,WD,Normal,7.152268856032539,7.152268856032539,12.025749091398891
RL,Pave,None,Inside,NAmes,Artery,Norm,1Fam,2Story,5,1942,1995,Gable,CompShg,MetalSd,MetalSd,Stone,224.0,TA,CBlock,TA,728.0,GasA,Ex,Y,SBrkr,1,Gd,Gd,Attchd,1942.0,Unf,1.0,TA,None,WD,Normal,7.404887575616125,6.78897174299217,11.894780707439258
RL,Pave,None,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,Gd,PConc,Gd,1626.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2006.0,RFn,3.0,TA,None,WD,Normal,7.3987862754199485,7.3987862754199485,12.429216196844383
RL,Pave,None,Corner,SawyerW,RRNe,Norm,1Fam,2Story,6,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,PConc,Gd,832.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,1993.0,RFn,2.0,TA,None,WD,Normal,7.444248649496705,6.723832440821209,12.138863895836725
RL,Pave,None,Corner,StoneBr,Norm,Norm,TwnhsE,1Story,8,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,PConc,Gd,1488.0,GasA,TA,Y,SBrkr,1,Gd,None,Attchd,1985.0,RFn,2.0,TA,None,WD,Normal,7.31455283232408,7.31455283232408,12.26434155365415
RL,Pave,None,Inside,NWAmes,PosA,Norm,1Fam,2Story,7,1977,1977,Mansard,WdShake,WdShing,Plywood,None,0.0,TA,CBlock,Gd,808.0,GasA,TA,Y,SBrkr,2,TA,Gd,Attchd,1977.0,RFn,2.0,TA,None,WD,Normal,7.585281078639126,7.057036981697891,12.154779351142624
